frame number,frequency,latency
1165,15,22689
1166,15,21705
1167,15,23723
1168,15,21695
1169,15,14161
1170,15,21958
1171,15,22446
1172,15,10223
1173,15,23115
1174,15,22811
1175,15,25886
1176,15,12803
1177,15,13058
1178,15,26159
1179,15,23107
1180,15,10362
1181,15,24193
1182,15,11448
1183,15,11484
1184,15,13091
1185,15,11190
1186,15,10902
1187,15,23618
1188,15,23154
1189,15,22234
1190,15,18526
1191,15,22918
1192,15,22611
1193,15,23682
1194,15,23963
1195,15,22839
1196,15,10646
1197,15,21479
1198,15,23053
1199,15,22826
1200,15,26074
1201,15,10091
1202,15,23460
1203,15,12239
1204,15,30122
1205,15,16696
1206,15,12257
1207,15,14202
1208,15,12975
1209,15,11702
1210,15,12875
1211,15,13083
1212,15,11075
1213,15,12336
1214,15,13806
1215,15,12604
1216,15,12697
1217,15,22327
1218,15,24006
1219,15,23768
1220,15,23796
1221,15,11980
1222,15,27257
1223,15,22423
1224,15,10094
1225,15,23538
1226,15,22842
1227,15,23887
1228,15,22630
1229,15,23531
1230,15,23269
1231,15,22916
1232,15,26217
1233,15,11231
1234,15,22014
1235,15,22949
1236,15,22299
1237,15,22228
1238,15,22541
1239,15,12791
1240,15,11509
1241,15,12088
1242,15,16081
1243,15,11523
1244,15,22424
1245,15,23012
1246,15,22787
1247,15,22880
1248,15,22664
1249,15,21682
1250,15,10657
1251,15,10307
1252,15,11169
1253,15,15378
1254,15,11285
1255,15,11725
1256,15,11383
1257,15,11365
1258,15,11367
1259,15,11476
1260,15,11861
1261,15,11383
1262,15,14083
1263,15,15838
1264,15,23291
1265,15,10628
1266,15,22463
1267,15,21909
1268,15,23430
1269,15,22416
1270,15,16206
1271,15,31513
1272,15,13503
1273,15,13322
1274,15,22713
1275,15,13475
1276,15,22673
1277,15,22876
1278,15,22421
1279,15,23981
1280,15,11165
1281,15,22902
1282,15,23785
1283,15,22941
1284,15,25006
1285,15,11870
1286,15,11578
1287,15,10473
1288,15,15969
1289,15,22003
1290,15,22163
1291,15,16256
1292,15,22826
1293,15,11517
1294,15,10344
1295,15,22182
1296,15,11118
1297,15,22070
1298,15,23240
1299,15,23754
1300,15,21718
1301,15,22178
1302,15,22610
1303,15,12365
1304,15,11316
1305,15,12955
1306,15,13197
1307,15,22032
1308,15,22832
1309,15,11617
1310,15,22242
1311,15,22101
1312,15,22903
1313,15,23407
1314,15,22284
1315,15,22568
1316,15,25287
1317,15,10316
1318,15,24583
1319,15,11820
1320,15,23666
1321,15,21214
1322,15,24611
1323,15,22759
1324,15,23489
1325,15,23332
1326,15,25301
1327,15,10327
1328,15,10556
1329,15,15862
1330,15,24037
1331,15,11363
1332,15,22518
1333,15,22406
1334,15,19966
1335,15,16482
1336,15,14216
1337,15,17611
1338,15,14713
1339,15,13663
1340,15,21575
1341,15,22619
1342,15,10736
1343,15,22378
1344,15,23403
1345,15,11794
1346,15,22524
1347,15,22008
1348,15,11206
1349,15,22374
1350,15,43911
1351,15,22527
1352,15,22404
1353,15,23427
1354,15,23563
1355,15,13199
1356,15,49089
1357,15,11369
1358,15,11543
1359,15,23242
1360,15,22185
1361,15,22442
1362,15,15716
1363,15,22943
1364,15,22433
1365,15,22284
1366,15,15657
1367,15,11986
1368,15,15632
1369,15,12739
1370,15,21683
1371,15,22871
1372,15,23154
1373,15,22831
1374,15,16328
1375,15,48082
1376,15,25793
1377,15,22524
