frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
3403,1920,1080,1704148069148724543,1704148069283295265,60,134570722,249,1
3416,1920,1080,1704148071177385010,1704148071300055657,60,122670647,250,1
3423,1920,1080,1704148072221492099,1704148072362007526,60,140515427,251,1
3424,1920,1080,1704148072416227906,1704148072550857632,60,134629726,252,1
3426,1920,1080,1704148072801057563,1704148072929904929,60,128847366,253,1
3430,1920,1080,1704148073520852769,1704148073653282358,60,132429589,254,1
3449,1920,1080,1704148076717738732,1704148076850582013,60,132843281,255,1
3461,1920,1080,1704148078671137176,1704148078804990520,60,133853344,256,1
3469,1920,1080,1704148079938416513,1704148080067528562,60,129112049,257,1
3471,1920,1080,1704148080304803021,1704148080441242860,60,136439839,258,1
3475,1920,1080,1704148080882374361,1704148081017301773,60,134927412,259,1
3476,1920,1080,1704148081073277262,1704148081203029018,60,129751756,260,1
3542,1920,1080,1704148091201392008,1704148091335748384,60,134356376,261,1
3549,1920,1080,1704148092432651436,1704148092559139655,60,126488219,262,1
3582,1920,1080,1704148097659095606,1704148097791096836,60,132001230,263,1
3586,1920,1080,1704148098335055748,1704148098465611555,60,130555807,264,1
3591,1920,1080,1704148099135515986,1704148099273403916,60,137887930,265,1
3611,1920,1080,1704148102558722072,1704148102695155245,60,136433173,266,1
3617,1920,1080,1704148103499153037,1704148103632856372,65,133703335,267,1
3620,1920,1080,1704148103932159699,1704148104055172035,65,123012336,268,1
3663,1920,1080,1704148110669811097,1704148110817148283,65,147337186,269,1
3671,1920,1080,1704148111961151941,1704148112090346662,65,129194721,270,1
3675,1920,1080,1704148112684647381,1704148112818250044,65,133602663,271,1
3680,1920,1080,1704148113586044247,1704148113745986886,65,159942639,272,1
3709,1920,1080,1704148118101349763,1704148118237301906,65,135952143,273,1
3727,1920,1080,1704148121107923216,1704148121239008389,65,131085173,274,1
3734,1920,1080,1704148122323918364,1704148122459164797,65,135246433,275,1
3752,1920,1080,1704148125084888839,1704148125232159688,65,147270849,276,1
3765,1920,1080,1704148127071630043,1704148127208356235,65,136726192,277,1
3773,1920,1080,1704148128420241127,1704148128557656362,65,137415235,278,1
3801,1920,1080,1704148132934870945,1704148133071600136,65,136729191,279,1
3805,1920,1080,1704148133624404603,1704148133752812276,65,128407673,280,1
3806,1920,1080,1704148133809519145,1704148133939165229,65,129646084,281,1
3812,1920,1080,1704148134834379378,1704148134973605726,65,139226348,282,1
3813,1920,1080,1704148135032890422,1704148135163451229,65,130560807,283,1
3817,1920,1080,1704148135692100857,1704148135822761671,65,130660814,284,1
3833,1920,1080,1704148138195232261,1704148138327343165,65,132110904,285,1
3853,1920,1080,1704148141452007990,1704148141585310635,65,133302645,286,1
3864,1920,1080,1704148143260143062,1704148143398738704,65,138595642,287,1
3869,1920,1080,1704148144071125294,1704148144208210508,65,137085214,288,1
3873,1920,1080,1704148144794046036,1704148144928937447,65,134891411,289,1
3877,1920,1080,1704148145478305700,1704148145612689746,65,134384046,290,1
3887,1920,1080,1704148147059846312,1704148147201680489,65,141834177,291,1
3893,1920,1080,1704148148154321221,1704148148285745082,65,131423861,292,1
3896,1920,1080,1704148148591014783,1704148148721345909,65,130331126,293,1
3908,1920,1080,1704148150497236973,1704148150631431673,65,134194700,294,1
3912,1920,1080,1704148151166117679,1704148151296614816,65,130497137,295,1
3913,1920,1080,1704148151356954578,1704148151490627913,65,133673335,296,1
3917,1920,1080,1704148152076929137,1704148152209472401,70,132543264,297,1
3936,1920,1080,1704148155190925302,1704148155315684081,70,124758779,298,1
3996,1920,1080,1704148164625051885,1704148164761505060,70,136453175,299,1
3998,1920,1080,1704148165005317262,1704148165136888466,70,131571204,300,1
4000,1920,1080,1704148165310737307,1704148165446043077,70,135305770,301,1
4042,1920,1080,1704148171188844500,1704148171315804416,70,126959916,302,1
4068,1920,1080,1704148175246710862,1704148175381430262,70,134719400,303,1
4069,1920,1080,1704148175439381209,1704148175571417109,70,132035900,304,1
4070,1920,1080,1704148175626079184,1704148175759420165,70,133340981,305,1
4072,1920,1080,1704148175917512690,1704148176060929299,70,143416609,306,1
4089,1920,1080,1704148178543137412,1704148178679655258,70,136517846,307,1
4093,1920,1080,1704148179234285510,1704148179371238716,70,136953206,308,1
4121,1920,1080,1704148183524782715,1704148183651969646,70,127186931,309,1
4123,1920,1080,1704148183884002448,1704148184020452957,70,136450509,310,1
4128,1920,1080,1704148184682341897,1704148184814381797,70,132039900,311,1
4130,1920,1080,1704148185060916170,1704148185194144478,70,133228308,312,1
4133,1920,1080,1704148185611176483,1704148185741892634,70,130716151,313,1
4135,1920,1080,1704148185977579997,1704148186110398946,70,132818949,314,1
4160,1920,1080,1704148190111339433,1704148190237449630,70,126110197,315,1
4177,1920,1080,1704148192729225011,1704148192863180697,70,133955686,316,1
4178,1920,1080,1704148192916467354,1704148193057839836,70,141372482,317,1
4181,1920,1080,1704148193461808360,1704148193607994809,70,146186449,318,1
4196,1920,1080,1704148195841963448,1704148195976826858,70,134863410,319,1
4205,1920,1080,1704148197059495704,1704148197188770432,70,129274728,320,1
4227,1920,1080,1704148200666804317,1704148200803127485,75,136323168,321,1
4228,1920,1080,1704148200859863023,1704148200994060391,75,134197368,322,1
4231,1920,1080,1704148201408179215,1704148201539333394,75,131154179,323,1
4254,1920,1080,1704148204864300735,1704148204999834187,75,135533452,324,1
4259,1920,1080,1704148205656626811,1704148205784480450,75,127853639,325,1
4269,1920,1080,1704148207264312732,1704148207422742612,75,158429880,326,1
4294,1920,1080,1704148210871176988,1704148211002324833,75,131147845,327,1
4295,1920,1080,1704148211065152418,1704148211203375704,75,138223286,328,1
4296,1920,1080,1704148211259340194,1704148211390033678,75,130693484,329,1
4318,1920,1080,1704148214706233143,1704148214864476678,75,158243535,330,1
4340,1920,1080,1704148217808511270,1704148217941744912,75,133233642,331,1
4345,1920,1080,1704148218647210905,1704148218782913701,75,135702796,332,1
4346,1920,1080,1704148218838085142,1704148218968011577,75,129926435,333,1
4353,1920,1080,1704148219970317415,1704148220102703004,75,132385589,334,1
4360,1920,1080,1704148221162440424,1704148221294396987,75,131956563,335,1
4379,1920,1080,1704148223854526973,1704148223984023382,75,129496409,336,1
4383,1920,1080,1704148224445976523,1704148224572809100,75,126832577,337,1
4396,1920,1080,1704148226309763419,1704148226440687917,75,130924498,338,1
4399,1920,1080,1704148226849616419,1704148226982716052,75,133099633,339,1
4400,1920,1080,1704148227037087110,1704148227160183120,75,123096010,340,1
4403,1920,1080,1704148227455649545,1704148227589950254,75,134300709,341,1
4426,1920,1080,1704148231007095355,1704148231149472900,75,142377545,342,1
4439,1920,1080,1704148232966881905,1704148233105466548,75,138584643,343,1
4443,1920,1080,1704148233574442461,1704148233707987456,75,133544995,344,1
4457,1920,1080,1704148235870311971,1704148236002457545,75,132145574,345,1
4458,1920,1080,1704148236053600735,1704148236186058995,75,132458260,346,1
4464,1920,1080,1704148237073477004,1704148237205415899,75,131938895,347,1
4466,1920,1080,1704148237374343100,1704148237505219929,75,130876829,348,1
4468,1920,1080,1704148237677028310,1704148237806872741,75,129844431,349,1
4495,1920,1080,1704148241868324694,1704148242002449058,75,134124364,350,1
4498,1920,1080,1704148242412521298,1704148242546274306,75,133753008,351,1
4504,1920,1080,1704148243479658849,1704148243621318350,75,141659501,352,1
4510,1920,1080,1704148244471031342,1704148244609358302,75,138326960,353,1
4514,1920,1080,1704148245081526748,1704148245212720263,75,131193515,354,1
4519,1920,1080,1704148245796850358,1704148245940524652,80,143674294,355,1
