frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
25,1920,1080,1704143280116459405,1704143280280718514,5,164259109,1,333
59,1920,1080,1704143296234270617,1704143296367115060,5,132844443,2,333
